Time,Data
16.79,0.9375
16.8,0.9375
16.81,0.9375
16.82,0.9375
16.83,0.9375
16.84,0.9375
16.85,0.9375
16.86,0.9375
16.87,0.9375
16.88,0.9375
16.89,0.9375
16.9,0.9375
16.91,0.9375
16.92,0.9375
16.93,0.9375
16.94,0.9375
16.95,0.9375
16.96,0.9375
16.97,0.9375
16.98,0.9375
16.99,0.9375
17,0.9375
17.01,0.9375
17.02,0.9375
17.03,0.9375
17.04,0.9375
17.05,0.9375
17.06,0.9375
17.07,0.9375
17.08,0.9375
17.09,0.9375
17.1,0.9375
17.11,0.9375
17.12,0.9375
17.13,0.9375
17.14,0.9375
17.15,0.9375
17.16,0.9375
17.17,0.9375
17.18,0.9375
17.19,0.9375
17.2,0.9375
17.21,0.9375
17.22,0.9375
17.23,0.9375
17.24,0.9375
17.25,0.9375
17.26,0.9375
17.27,0.9375
17.28,0.9375
17.29,0.9375
17.3,0.9375
17.31,0.9375
17.32,0.9375
17.33,0.9375
17.34,0.9375
17.35,0.9375
17.36,0.9375
17.37,0.9375
17.38,0.9375
17.39,0.9375
17.4,0.9375
17.41,0.9375
17.42,0.9375
17.43,0.9375
17.44,0.9375
17.45,0.9375
17.46,0.9375
17.47,0.9375
17.48,0.9375
17.49,0.9375
17.5,0.9375
17.51,0.9375
17.52,0.9375
17.53,0.9375
17.54,0.9375
17.55,0.9375
17.56,0.9375
17.57,0.9375
17.58,0.9375
17.59,0.9375
17.6,0.9375
17.61,0.9375
17.62,0.9375
17.63,0.9375
17.64,0.9375
17.65,0.9375
17.66,0.9375
17.67,0.9375
17.68,0.9375
17.69,0.9375
17.7,0.9375
17.71,0.9375
17.72,0.9375
17.73,0.9375
17.74,0.9375
17.75,0.9375
17.76,0.9375
17.77,0.9375
17.78,0.9375
17.79,0.9375
17.8,0.9375
17.81,0.9375
17.82,0.9375
17.83,0.9375
17.84,0.9375
17.85,0.9375
17.86,0.9375
17.87,0.9375
17.88,0.9375
17.89,0.9375
17.9,0.9375
17.91,0.9375
17.92,0.9375
17.93,0.9375
17.94,0.9375
17.95,0.9375
17.96,0.9375
17.97,0.9375
17.98,0.9375
17.99,0.9375
18,0.9375
18.01,0.9375
18.02,0.9375
18.03,0.9375
18.04,0.9375
18.05,0.9375
18.06,0.9375
18.07,0.9375
18.08,0.9375
18.09,0.9375
18.1,0.9375
18.11,0.9375
18.12,0.9375
18.13,0.9375
18.14,0.9375
18.15,0.9375
18.16,0.9375
18.17,0.9375
18.18,0.9375
18.19,0.9375
18.2,0.9375
18.21,0.9375
18.22,0.9375
18.23,0.9375
18.24,0.9375
18.25,0.9375
18.26,0.9375
18.27,0.9375
18.28,0.9375
18.29,0.9375
18.3,0.9375
18.31,0.9375
18.32,0.9375
18.33,0.9375
18.34,0.9375
18.35,0.9375
18.36,0.9375
18.37,0.9375
18.38,0.9375
18.39,0.9375
18.4,0.9375
18.41,0.9375
18.42,0.9375
18.43,0.9375
18.44,0.9375
18.45,0.9375
18.46,0.9375
18.47,0.9375
18.48,0.9375
18.49,0.9375
18.5,0.9375
18.51,0.9375
18.52,0.9375
18.53,0.9375
18.54,0.9375
18.55,0.9375
18.56,0.9375
18.57,0.9375
18.58,0.9375
18.59,0.9375
18.6,0.9375
18.61,0.9375
18.62,0.9375
18.63,0.9375
18.64,0.9375
18.65,0.9375
18.66,0.9375
18.67,0.9375
18.68,0.9375
18.69,0.9375
18.7,0.9375
18.71,0.9375
18.72,0.9375
18.73,0.9375
18.74,0.9375
18.75,0.9375
18.76,0.9375
18.77,0.9375
18.78,0.9375
18.79,0.9375
18.8,0.9375
18.81,0.9375
18.82,0.9375
18.83,0.9375
18.84,0.9375
18.85,0.9375
18.86,0.9375
18.87,0.9375
18.88,0.9375
18.89,0.9375
18.9,0.9375
18.91,0.9375
18.92,0.9375
18.93,0.9375
18.94,0.9375
18.95,0.9375
18.96,0.9375
18.97,0.9375
18.98,0.9375
18.99,0.9375
19,0.9375
19.01,0.9375
19.02,0.9375
19.03,0.9375
19.04,0.9375
19.05,0.9375
19.06,0.9375
19.07,0.9375
19.08,0.9375
19.09,0.9375
19.1,0.9375
19.11,0.9375
19.12,0.9375
19.13,0.9375
19.14,0.9375
19.15,0.9375
19.16,0.9375
19.17,0.9375
19.18,0.9375
19.19,0.9375
19.2,0.9375
19.21,0.9375
19.22,0.9375
19.23,0.9375
19.24,0.9375
19.25,0.9375
19.26,0.9375
19.27,0.9375
19.28,0.9375
19.29,0.9375
19.3,0.9375
19.31,0.9375
19.32,0.9375
19.33,0.9375
19.34,0.9375
19.35,0.9375
19.36,0.9375
19.37,0.9375
19.38,0.9375
19.39,0.9375
19.4,0.9375
19.41,0.9375
19.42,0.9375
19.43,0.9375
19.44,0.9375
19.45,0.9375
19.46,0.9375
19.47,0.9375
19.48,0.9375
19.49,0.9375
19.5,0.9375
19.51,0.9375
19.52,0.9375
19.53,0.9375
19.54,0.9375
19.55,0.9375
19.56,0.9375
19.57,0.9375
19.58,0.9375
19.59,0.9375
19.6,0.9375
19.61,0.9375
19.62,0.9375
19.63,0.9375
19.64,0.9375
19.65,0.9375
19.66,0.9375
19.67,0.9375
19.68,0.9375
19.69,0.9375
19.7,0.9375
19.71,0.9375
19.72,0.9375
19.73,0.9375
19.74,0.9375
19.75,0.9375
19.76,0.9375
19.77,0.9375
19.78,0.9375
19.79,0.9375
19.8,0.9375
19.81,0.9375
19.82,0.9375
19.83,0.9375
19.84,0.9375
19.85,0.9375
19.86,0.9375
19.87,0.9375
19.88,0.9375
19.89,0.9375
19.9,0.9375
19.91,0.9375
19.92,0.9375
19.93,0.9375
19.94,0.9375
19.95,0.9375
19.96,0.9375
19.97,0.9375
19.98,0.9375
19.99,0.9375
20,0.9375
20,0
20,-0.0625
20,-0.0625
20,0
20,-0.0625
20,-0.0625
20,-0.0625

